日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20240225,3078.1,2614.4,463.7,17.74,310.848,235.608,0,0,0,0,95,94.5,76,76.4,76.2,37.3,37.8,38.2,0,0,0,38.1,38.4,38.5,38.4,0,0,0,0,0,76.2,60.2,61,57.2,56.9,42.6,50,392.1,266.6,146,72.6,22.2,39.6,39,0,53.7,45.3,38.1,0,13.8,0,9,3.3,7.9,4.9,3.5,2.5,0,4,1.9,28.7,63.1,0.5,1.2,1,0,0,22.5,206.6,0
20240226,3325.1,2928.9,396.2,13.53,344.687,261.257,0,0,0,0,94.8,94.3,76,76.5,76.3,32,32.5,31.3,0,0,0,33.2,34,33.9,31.1,0,0,0,0,0,76.2,60.2,61,57.1,57,57.2,78.2,490.8,279.6,164.1,76.3,22.2,81.8,43.2,48.2,0,55.5,119.2,0,13.8,0,9.2,8,12,9.7,9.2,6.2,3.9,4,1.9,28.6,62.9,3.9,1.2,2.5,1.8,0,25,204.1,1.9
20240227,3657.9,2934.2,723.7,24.66,353.506,267.941,0,0,0,0,94.8,94.3,75.8,76.3,76.1,28,28.1,28.5,0,0,0,28.2,29.3,34.9,34.9,0,0,0,0,0,76.2,60.3,61.1,47.7,56.9,57.3,85.2,421.4,267.9,148.1,88.6,22.2,79.2,42.6,41.8,45.4,32.5,94.8,23.9,13.7,0,8.5,3.1,1.1,3.9,2.4,1.1,3.9,4.2,1.9,14.5,31.2,0.5,1.2,0.4,0,0,21.1,200.2,203.4
20240228,3240.4,2780,460.4,16.56,334.988,253.905,0,0,0,0,94.7,94.4,75.8,76.4,76.1,24.6,25,26.1,0,0,0,25.3,25.9,29.8,31.6,0,0,0,0,0,76,60.1,60.7,42.7,42.6,57.3,52.8,492.4,231.5,152.5,97.9,22.2,45.9,48.3,0,52.7,54.2,119.2,100.3,13.8,0,9.2,5,3.5,9.5,8.9,6.3,3.9,3.9,1.8,30,61.2,0.5,1.2,0,1.8,0,24.2,131.6,2.2
20240229,3665.2,2969.4,695.8,23.43,352.097,266.873,0,0,0,0,94.6,94.4,76,76.5,76.3,32.4,32.6,33.9,0,0,0,33.6,34,33.4,34.2,0,0,0,0,0,76,55.6,55.3,52.6,52.3,57.3,93.9,430.2,227,135.7,79.8,22.1,46,39.1,41.8,44.4,45.3,100.8,85.7,27.8,0,8.6,0.8,2,5.5,4.5,3.8,3.9,4,1.8,14.6,20.7,1,1.2,1,0,0,21.6,194.7,221.7
20240301,3581.6,2916.9,664.7,22.79,354.291,242.905,0,0,0,0,95,94.5,75.7,76.3,76.1,43.7,45.2,47.3,0,0,0,46.2,46.7,38,46.6,0,0,0,0,0,76.2,60.1,61,57.2,56.9,57.3,92.5,347.1,240.7,133.9,79.2,22.1,65.7,42.8,48.2,44.5,45.3,107,99.6,13.8,0,9.3,5,9.9,6.8,5.6,3.7,3.9,2.9,1.5,14.9,26.7,0.5,1.2,0,1.7,0,21.1,215.6,56.5
20240302,3107.9,2753.1,354.8,12.89,334.28,229.186,0,0,0,0,94.8,94.5,75.7,76.2,76,46.6,47.1,47.8,0,0,0,48.2,48.3,43.3,46.8,0,0,0,0,0,76,55.5,55.5,52.6,52.5,57.3,52.2,381.6,246.8,142.1,91.8,22.1,50.1,0,48.3,44.6,0,119.3,44.4,14.1,0,10.1,8,14.5,8.9,8.5,6,0,3.9,1.9,25.1,51,0.5,1.2,3.8,1.8,0,24.6,184.5,2.6
20240303,2969.3,2686.5,282.8,10.53,318.498,218.366,0,0,0,0,94.9,94.5,75.7,76.3,76.1,43.8,44.4,45.1,0,0,0,40,41.3,43.3,43.8,0,0,0,0,0,66.2,60,60.5,52.7,52.5,57.3,55.2,382.5,244.5,159,114,22,44.4,0,0,53.2,54.7,50.3,99.8,14.2,0,10.2,8.3,14.1,4.6,3.3,2.5,0,3.9,1.9,56.5,75.1,0.5,1.6,1,0,0,23.2,77.3,0
20240304,3563.2,3001,562.2,18.73,351.721,241.143,0,0,0,0,94.7,94.4,75.4,76.3,76,37.3,37.5,38,0,0,0,33.1,33.5,33.6,33.9,0,0,0,0,0,76.1,60.4,60.9,56.2,56,57.3,85.1,455.8,286.4,134.8,84.8,22,79.7,39,47,46.3,48.9,112.4,89.2,13.9,0,9.5,6.6,14.7,9.1,6.3,4.8,3.9,3.9,1.8,15.2,19.7,0.5,1.6,0,1.8,0,17.2,13.7,251.3
20240305,3727.9,3112.8,615.1,19.76,366.986,251.609,0,0,0,0,94.8,94.4,75.6,76.3,76,29.3,30,30.4,0,0,0,28.1,32.7,33.1,32.7,0,0,0,0,0,76,52.8,52.4,41.9,42.1,57.3,85.4,457.4,283.7,156.4,99.8,22.1,85.5,35.8,44.2,44.1,50.5,117.7,59,27.5,0,10.1,3,6.3,3.9,1.7,0.7,3.9,4.2,2,14.9,48.3,0.5,1.6,0,0,0,17.1,175.7,259.2
20240306,3915.1,3056.7,858.4,28.08,365.962,250.907,0,0,0,0,94.9,94.5,75.8,76.3,76,35.9,36.5,36.7,0,0,0,36.5,36.8,35.6,36,0,0,0,0,1.4,75.8,60.2,60.9,52.6,52.4,57.4,62.2,416.7,289.5,114.4,88.6,22.2,85.9,0,47.8,0,47.4,50.3,45.6,28.2,0,8.6,0,1.6,1.9,1.8,0.8,0,3.6,1.7,0.1,0,0.5,1.6,0,0,0,9.7,168.9,532
20240307,3704.3,2960.9,743.4,25.11,358.458,245.762,0,0,0,0,95,94.5,75.8,76.3,76,40.6,41.1,40.5,0,0,0,41.9,53.3,41.6,42.1,0,0,0,0,36.7,76.2,60.2,61.1,57.2,56.9,57.3,61.7,421.2,247.5,121,102.6,22.1,44.2,49.3,47.9,0,46.9,50.3,45.5,28.1,0,9.6,3,1.9,2.1,2,0.8,0,4,1.9,0,0,3.5,1.1,0,0,0,5.3,204.9,298.1
20240308,3760.9,2919.1,841.8,28.84,352.366,241.586,0,0,0,0,95,94.6,75.7,76.4,76.1,22.6,23.3,23.6,0,0,0,23.7,38.7,28.6,28.8,0,0,0,0,55.9,76.2,41.5,41.4,42.6,42.3,57.3,82.7,390.8,250.1,136.3,83.5,22.1,79.1,15.1,46.7,42.2,42.1,98.3,47.2,27.7,0,9.3,4.2,8.3,5.9,4.5,3.4,3.9,3.9,1.9,14.5,30.5,0.5,1.1,0,0,0,17,212.5,224.6
20240309,3205.8,2695.8,510,18.92,331.483,227.267,0,0,0,0,94.9,94.5,75.9,76.5,76.2,27.7,27.7,28.9,0,0,0,28.4,28.3,28.4,28.5,0,0,0,0,76.1,76,60.2,61.1,37.9,37.8,57.4,49.7,216.7,287.2,177.3,113.8,22,44.5,47.3,48.2,48.1,27.3,119.2,71.7,27.8,0,9.1,4.9,10.5,5.6,4.9,3.9,3.9,4.1,2.1,31.1,49,0.5,1.2,0,0,0,11.5,187,0
20240310,3020.4,2672.7,347.7,13.01,318.509,218.372,0,0,0,0,94.9,94.4,75.8,76.4,76.1,41.3,42.3,42.9,0,0,0,43.1,43.2,42.9,42.8,0,0,0,0,76,76,58.5,59.2,55.9,57,57.3,51.3,217.9,286.8,177.2,113.7,22,44.5,47.9,0,0,49.8,50.2,99.7,27.7,0,9.1,3.5,5.2,3.9,2.9,2.1,3.7,3.8,1.8,68.2,73.4,5.4,1.1,3.1,2.6,0,12,95.5,0
20240311,3257.5,3012.4,245.1,8.14,354.28,242.897,0,0,0,0,94.9,94.4,75.7,76.2,76,51,52,51.6,0,0,0,52.9,53,48.4,48.5,0,0,0,0,76,76.2,60.1,61.1,57.2,57,41.6,81.7,217.2,346.6,177.3,113.9,53.8,93,49.1,47.6,53.6,55.4,119.2,98.1,64.6,0,14.1,3,15.9,8.3,7.6,5.2,3.8,3.7,1.8,47.4,51.1,3.9,1.1,2.7,1.8,0,12,15.2,3.4
20240312,3698.8,2965.1,733.7,24.74,355.407,243.67,0,0,0,0,94.8,94.4,75.9,76.5,76.2,29.3,30.7,30.2,0,0,0,29.4,29.4,30,30.1,0,0,0,0,75.8,75.9,47.2,49.2,37.6,52.4,57.3,89.9,189.2,303.5,160.1,94.7,22,91.8,23.1,45.5,5.1,54.2,118.3,50.2,25.7,0,8.3,0.8,1.6,2.4,2.1,0.7,3.9,3.9,1.9,17.3,40.1,0.5,2.6,1.7,1.8,0,7.5,194,339
20240313,3729.6,2980.4,749.2,25.14,356.579,244.474,0,0,0,0,94.7,94.4,76,76.5,76.2,25.3,27.5,28.8,0,0,0,28.3,41.6,32.4,32.6,0,0,0,0,75.9,76,60.2,61,48.1,48,57.4,89,217.4,326.6,164.5,103,22,82,48.3,47.4,22.8,54.2,117.1,45.9,27.8,0,8.6,3.5,5.2,5.6,4.6,3,3.9,3.9,1.8,31.8,28.7,0.5,1.4,0,2.9,0,10.7,134,245.2
20240314,3574.4,3012.1,562.3,18.67,360.124,246.904,0,0,0,0,94.7,94.4,75.8,76.3,76.2,37.5,38.2,37,0,0,0,53.2,0,35.1,35.3,0,0,0,0,76,76.2,51.4,51.1,46.7,46.5,57.4,100.2,234.5,370.9,150.4,94.1,24.1,88.9,44.4,47.1,46.5,46.4,119.1,91.3,27.7,0,8.9,0,1.3,4.6,2,0.8,3.9,4.2,1.9,29.8,28.8,0.5,1.3,0,0,0,9.9,62.2,267.1
20240315,3586.7,3025.9,560.8,18.53,360.764,247.344,0,0,0,0,94.7,94.4,75.6,76.2,76,36.9,37.3,37.7,0,0,0,53.2,0,37.6,37.5,0,0,0,0,75.8,75.9,60.2,59.8,50.1,50,57.3,94.2,226.2,375.6,150.6,93,22.1,88.9,48.7,47.7,52.8,45.6,119.2,93.7,27.7,0,8.7,0,1.2,4.2,1.8,0.7,3.9,4,1.9,30.1,29,0.5,1.2,0,1.8,0,10.8,97.6,213.1
20240316,3119.9,2741,378.9,13.82,335.202,229.818,0,0,0,0,94.7,94.4,75.6,76.2,76,31.6,32.3,32,0,0,0,35.8,0,32.4,32.9,0,0,0,0,75.7,75.9,60.2,59.5,56.8,56.4,57.4,54.8,241.2,373.7,158.1,113.6,22.2,43.8,48.1,47.3,51.7,53.6,119.2,99.6,28.1,0,9,6.1,11.8,7.3,6.4,4.8,3.9,3.9,1.8,42.5,63.3,1.9,1.2,2.7,3,0,11.8,6,3.5
20240317,3109.4,2702,407.4,15.08,322.825,221.332,0,0,0,0,94.7,94.4,75.5,76.1,75.9,41.9,42.3,38.2,0,0,0,47.9,0,46.8,45.5,0,0,0,0,76,76,58.4,55.6,54.6,54.6,57.3,55.8,265.9,357.3,175.6,114,22.1,43.6,42.9,0,44.7,45.3,50.3,91.9,27.9,0,9.2,6.2,10.1,6.2,5.4,3.9,3.9,3.9,1.8,28.9,64.9,5.8,1.2,2.2,1.8,0,11.8,41.1,0
20240318,3698.2,3022.7,675.5,22.35,354.306,242.916,0,0,0,0,94.7,94.5,75.7,76.3,76.1,35.2,35.7,36.7,0,0,0,38.5,0,36.1,36.6,0,0,0,0,76,76,60.1,59,49.1,49,57.4,94.1,269.1,366.9,149.3,93.3,22.1,50.7,40.8,0,42.1,42.5,111.3,80,28.1,0,8.2,0,2.2,2,1.8,0.8,3.9,4.1,1.9,15.7,29.3,0.5,1.2,1,0,0,10.6,187.5,263.5
20240319,3635.5,2991.4,644.1,21.54,357.398,245.036,0,0,0,0,94.7,94.4,75.8,76.4,76.3,29,28.9,30.5,0,0,0,36.4,0,35,33.5,0,0,0,0,75.8,75.9,60.1,49.4,40.5,39.4,57.4,93.6,266.1,329.1,147.4,97,22.1,79.7,3.7,0,21.6,45.3,104.9,71,27.9,0,8.3,5.5,3.6,3.4,2.3,1.1,3.9,4,1.9,22.5,46.4,0.5,1.2,1.1,0,0,9.7,216,297.1
20240320,3674.5,2944.5,730,24.79,353.789,242.561,0,0,0,0,94.8,94.4,75.7,76.2,76.1,26.8,27.1,28.6,0,0,0,33.2,0,27.8,28.4,0,0,0,0,75.8,76,60.1,58.5,43.2,42.9,57.3,91.9,304.2,325.4,146.2,86.5,22.1,60.4,47.6,0,5.1,30.8,93.6,52.9,27.9,3.6,8,4.8,10.5,2.2,2,1,3.9,4,1.8,14.5,47.2,0.5,1.2,0,0,0,8.7,220.1,278.2
20240321,3465.3,2985.2,480.1,16.08,357.125,244.849,0,0,0,0,95,94.3,75.6,76.1,76.1,37.7,37.3,39,0,0,0,43.3,0,39.3,41,0,0,0,0,76,69.6,60,58.3,57.2,57,57.3,89.5,315.8,324.6,174.5,109.4,22.1,92,47.4,0,44,54,119.3,67.8,27.8,3.6,8.8,3.4,4.3,1.9,1.7,0.6,3.9,3.2,1.5,40.2,36.5,0.5,1.2,0,0,0,5.9,14.4,241.6
20240322,3501.8,3062.2,439.6,14.36,360.454,247.131,0,0,0,0,94.9,94.4,75.5,76.1,76,38.5,37,37.7,9.7,0,0,37.1,0,35.9,37.3,0,0,0,0,76,76.2,57.3,56.3,48.6,48.4,57.3,76.8,309.7,313.6,146.2,80.7,22,80.7,42.8,0,22.1,45.3,119.2,92,28,0,8,3.1,2.9,2.5,2,1,2,3.1,1.4,11.1,30.8,0.5,1.1,1.1,0,0,4.8,31.6,470.1
20240323,3151.7,2836.7,315,11.1,342.806,235.031,0,0,0,0,94.8,94.4,75.6,76.2,76.1,45,45,45.5,32.4,0,0,51.4,0,48.7,49.3,0,0,0,0,76,76.2,60.1,57.2,57.1,25.9,57.3,48.1,317,313.8,174.8,109,40.7,40.8,32,0,48.7,49.1,119,49,28.1,0,9.1,6.2,15.2,7.8,7.2,5.5,0,2.9,1.4,44.8,68.6,2.7,1.1,2.2,3.5,0,8.7,82.1,6.5
20240324,3079.3,2816.9,262.4,9.32,335.181,229.803,0,0,0,0,94.8,94.4,75.5,76.1,76,50.9,51.7,51.2,41.2,0,0,52.6,0,48.3,50,0,0,0,0,76,76,58.3,56.3,57.1,26.3,57.3,51.2,335.9,323.2,155.6,90.7,53.9,45.8,47.3,0,50.9,52.3,50.3,98.8,55.5,0,14.3,6.3,12.4,6.3,5.5,4.2,0,2.8,1.4,32.8,70.3,1.4,1.1,2.3,3.9,0,9.1,14.7,0
20240325,3811.7,3322.9,488.8,14.71,379.574,260.24,0,0,0,0,94.6,94.4,75.5,75.8,75.9,37.5,37.8,38.4,37.6,0,0,42.5,0,42.8,43.8,0,0,0,0,76,76.1,60.1,57.7,57.1,45.6,57.4,73.9,353.8,346.1,135.1,74.8,33.9,83.2,3.6,0,0,45.4,105.2,88.5,27.6,0,9.4,0,1.1,1.8,1.6,0.6,0.4,2.4,1.2,15,1.5,0.5,1.2,1,0,0,6.8,110.2,657.4
20240326,4116.1,3217.7,898.4,27.92,378.743,259.669,0,0,0,0,94.7,94.3,75.7,76.4,76.1,22.2,28.7,29.8,28,0,0,33.6,0,33.4,33.9,0,0,0,0,75.7,76.2,50.7,50.6,47.6,47.6,52.2,61.4,360.3,348.8,136.5,87.6,0,82.8,0.1,0,0,46.2,37.9,92.5,28.2,0,8.3,1.5,1.3,2.2,1.8,0.9,0,3.1,1,1.3,9.4,0.5,1.1,0,0,0,4.8,157.4,696.6
20240327,3968.8,3140.3,828.5,26.38,368.11,252.379,0,0,0,0,94.6,94.3,75.5,76.2,76,33.9,34.9,36.3,34.9,0,0,38.1,0,37.7,39.5,0,0,0,0,76,76.2,60.1,57,42.5,51.4,57.4,75.5,360.6,352.5,137.7,91.2,0,75.1,0,0,0,19.2,93,43.1,28,0,9.9,0,1.6,2.1,1.9,0.9,0,3,1,10.7,5.5,0.5,1.1,1.1,0,0,10.2,104.1,617.1
20240328,3711.9,3278.2,433.7,13.23,378.231,259.319,0,0,0,0,94.6,94.3,75.6,76.2,75.9,51.2,51.4,51.6,40.6,0,0,53.1,0,48.6,48.9,0,0,0,0,76,76,0,55.2,57.2,57,57.3,82.7,419,365.8,138.8,98.7,0,91,45.1,0,48.3,49.9,118.4,93.4,47.7,0,10,3.2,6.2,3.1,2.6,1.2,3.8,2.8,0.9,15.5,46.4,0.2,1.1,1,0,0,11.4,70.5,280.7
20240329,3911,3224.8,686.2,21.28,378.259,259.338,0,0,0,0,94.6,94.3,75.5,76.1,75.8,50.4,47.4,0,47.2,0,0,48.6,42,39.8,44.6,0,0,0,0,75.8,75.9,0,56.2,57.1,56.9,57.3,76,411,351.9,137.7,90.6,0,84.6,43.3,0,45.1,46.5,117.6,89.9,27.7,0,7.3,3.7,2.1,2.1,1.9,0.7,0,2.6,0.8,1.8,0,0,1.1,1.2,0,0,12,32.7,518.2
20240330,3163.5,2864.7,298.8,10.43,352.627,241.765,0,0,0,0,94.5,94.1,75.7,76.3,76.1,49.7,51.9,0,51.7,0,0,52.9,53.2,48.3,49.6,0,0,0,0,75.8,75.8,0,56,56,56.4,57.3,50.8,424.6,320.4,159,114.1,0,45.5,47.3,0,51,0,119.2,72.9,37.7,0,15,6.5,7.7,8.8,8.2,6,0,3.3,1.1,49.8,68.4,2.9,1.2,2.5,4,0,13.9,29.4,6.4
20240331,3282.8,2827.9,454.9,16.09,339.389,232.688,0,0,0,0,94.6,94.3,75.6,76.1,76.1,39,39.5,0,39.7,0,0,41.7,41.7,37,37.6,0,0,0,0,76,76,0,55.2,57.1,46.4,57.3,52.4,423.6,301.6,151.5,113.9,0,45.4,43.3,0,45.5,52,119.2,72.8,27.6,0,10.5,3.3,6.3,3.4,2.6,1.8,0,2.9,0.9,38.2,63.6,0.5,1.2,1.8,1.8,0,9.6,120.9,0
20240401,3894,3252.2,641.8,19.73,359.43,250.654,0,0,0,0,94.7,94.3,75.7,76.2,76.1,33.8,51.9,43.2,33.2,0,0,35.3,35.6,38.7,39.1,0,0,5,35.3,76,76.2,60,55.1,54.7,54.8,57.4,66,416.7,299.6,148.9,99.5,0,91,46.5,0,0,0,112.4,96.3,27.9,0,9.1,0,1.7,0,0.4,0.8,3.8,2.2,0.6,18.7,39.3,0.5,1.2,0,0,0,11.1,1,507.8
20240402,4236.3,3414.4,821.9,24.07,378.691,264.085,0,0,0,0,94.3,94,75.5,76,75.9,39.5,51.8,40.3,0,0,0,40.9,41.2,39.9,40.9,0,0,0,26.7,75.8,75.9,60.2,55.1,57.1,57,57.3,62.7,397.3,289.1,134.8,79.4,0,82.3,42.8,0,5.1,42,95.6,88.4,28.1,0,7.6,0,1.4,1.6,1.7,0.6,0,2.4,0.8,4.9,0,0.5,1.2,0,0.8,0,9.9,150.5,698.6
20240403,4075.4,3336.9,738.5,22.13,374.696,261.3,0,0,0,0,94.3,94,75.7,76,75.7,46.6,51.7,47.5,2,0,0,48.4,0,42.9,18.5,0,0,21.4,43.4,75.8,76,0,0,45.7,57.1,42.6,55.1,401.9,286.6,149.9,81.9,0,84.4,45.5,0,45.4,45.2,93,93.9,38.1,0,8.3,0,1.3,1.7,1.7,0.6,0,1.4,0.1,0.7,0,0.5,0,0,0,0,10,141.3,703.6
20240404,3183.4,2862.3,321.1,11.22,340.043,237.134,0,0,0,0,94.3,94,75.8,76.2,76,51.1,51.7,52.1,51.6,0,0,52.2,0,47.7,51.1,0,0,31.1,33,75.7,76,0,0,42.6,52.1,42.7,36.2,366.3,321.6,161.7,113.9,0,91.6,47.4,0,51,52.2,68.8,98.1,37.4,0,14.9,6.9,20.2,8.7,8,5.7,3.7,0.9,0,56.8,70.9,4.9,0,4,4,0,11.4,19.3,9.5
20240405,3100.1,2673,427.1,15.98,320.131,223.248,0,0,0,0,94.2,93.8,75.7,76.2,76,50.6,51.1,52,50.9,0,0,52.9,0,48.2,50.1,0,0,40.9,46.2,0,76,0,0,52.4,57.1,0,54.3,360.3,321.1,146.4,100.7,0,44.3,42.8,0,45.1,52.7,0,94.3,27.8,0,13.8,4.7,9.1,8.6,8,5.9,3.7,0.8,0,14.9,46.6,5.8,0,3,4,0,9.3,156.8,7.6
20240406,2990.6,2761.4,229.2,8.3,323.253,225.425,0,0,0,0,94.1,64.2,75.6,76.1,75.9,51,51.7,51.9,51.7,0,0,52.5,18.3,15.2,49.3,0,0,44.8,45.2,0,76,0,0,57.1,56.9,0,35.3,413,304.4,176.1,112.5,0,45.9,48,0,51.2,52.4,0,98.4,83.8,0,14.6,3.2,2.8,8.5,7.9,5.8,3.7,0.7,0,64,74.2,5.4,0,3.9,8,0,10.7,67.7,7.3
20240407,3181.7,2770.3,411.4,14.85,320.976,223.837,0,0,0,0,94.1,93.7,75.9,76.2,76.1,51,51.6,51.9,51.1,0,0,53.1,53,14.5,50.2,0,0,25.7,28.6,75.8,76,0,0,52.3,42.7,6.5,56.3,422.5,288.6,177.7,109.6,0,44.3,47.7,0,44.9,45.7,68.9,93,27.7,0,9.9,6.8,15,7.2,6.6,5,3.6,1.5,0.3,28.5,50.6,4.5,0,3,4,0,9.5,47.4,0
20240408,3850.3,3282.3,568,17.3,361.858,252.347,0,0,0,0,94.1,93.6,75.8,76.2,76,50,51.6,51.7,51.4,0,0,53,53,42.8,49.3,0,0,51,46.2,76,76.1,0,0,57.1,56.9,57.3,71.4,421.5,300.5,162.6,106.5,0,43.9,45.6,0,45.7,46.8,68.9,94.5,69.4,0,14.2,0.2,0.2,1.2,1.4,0.7,0.1,0.8,0.2,1.7,0,2.8,0,0,1.8,0,7.4,12,560.8
20240409,3860,3113.5,746.5,23.98,357.331,249.189,0,0,0,0,94.4,93.8,75.7,76.1,76,38.4,48.8,39.5,46.4,10.8,0,39.5,39.7,38,43.6,0,0,47.2,26.7,76,76.1,0,0,56.5,56.3,57.4,64.8,356.7,277.2,147,82.3,0,79.1,16.4,0,41.1,26.1,55.3,49.2,27.7,0,8.5,0,1.1,2.9,2.6,1.5,1.8,0,0.1,5.3,0,2.2,0,0,1.8,0,7.8,209.4,486
20240410,3915.5,3193.8,721.7,22.6,360.075,251.104,0,0,0,0,94.4,93.9,75.8,76.3,76.1,50.7,32.3,38.7,33.5,0,0,33.1,33.3,37.6,39,0,0,25.6,47.2,76,76.1,0,0,57.1,56.9,57.3,55.4,418.6,285.6,165.5,97.1,0,88.8,4.4,0,46.6,46.5,68.9,91.8,28.2,0,8.4,0,0,1.7,1.7,0.7,0,0,0.4,0,1.1,3.7,0,0,3,0,12.4,115.9,502.4
20240411,3997.7,3259.4,738.3,22.65,369.106,257.401,0,0,0,0,94.3,94,75.6,76.1,75.9,50.6,50.9,50.2,44.2,30.7,0,52.5,52.3,49.2,49.3,0,0,38.2,51.5,76,76,0,0,57.1,56.9,57.3,63.4,422.4,295.5,171,100.9,0,85.2,44.4,0,0.1,45.5,69,91.4,31.9,0,8.6,3.3,1.2,1.6,1.7,0.6,0.1,0.2,0.4,15.4,31.3,1.8,0,0,0.7,0,12.2,25.2,448.2
20240412,3889.8,3346.7,543.1,16.23,375.466,261.837,0,0,0,0,94.2,93.9,75.7,76.2,75.9,49.6,41.7,45.5,44,55.5,0,43.1,43.5,44,46.9,0,0,25.8,27,76,76.2,0,0,57.2,56.9,57.3,59.9,420.9,316.8,179.6,103.3,0,85.6,46.9,0,1.9,51.3,68.9,95.5,27.8,0,8.6,0,1.1,1.8,1.7,0.7,0,0.7,0.1,15.5,38,0,0,1.9,0,0,12.4,5.2,574.4
20240413,3555.3,2966,589.3,19.87,352.913,246.108,0,0,0,0,94.7,94.3,75.6,76.1,75.8,40.9,42.7,41.5,41.6,44.6,0,42.6,43.1,43.8,46.2,0,0,0,27.1,76,71,0,0,57.2,56.9,57.3,42.8,413.2,311.1,158.7,95.9,0,44.3,0,0,45.3,46.2,67.2,45,27.9,0,7.7,3.4,1.4,1.6,1.7,0.7,0,0,0.1,0,0,0,0,0,0,0,12.2,12,566.8
20240414,3184.3,2937,247.3,8.42,341.008,237.807,0,0,0,0,94.3,94,75.5,76.1,75.8,49.9,51.7,51.7,51.7,55.1,0,0,53.1,48.5,48.8,0,0,4.9,49.4,76,75.9,0,0,57.1,56.8,57.3,44.4,420,329.1,175.2,113.9,0,45.5,0,0,50.4,51.8,0,96.6,82.8,0,14.2,6.8,12.6,8.3,8.1,5.7,2,0.7,0.1,50.6,85.4,5.9,0,4.9,5,0,16.5,51.6,0
20240415,4096.9,3527.5,569.4,16.14,383.601,267.51,0,0,0,0,94.4,94.1,75.4,76.1,75.9,50.5,51.9,51.8,51.7,55.4,0,0,52.9,48.1,48.8,0,0,43.2,44.9,75.8,75.8,0,0,57.2,55.9,57.3,55.2,419.8,326.9,170.5,113.6,0,90.1,45.2,0,49.7,51.2,68.9,72.1,83.7,0,14.3,6.1,10.1,1.7,1.7,0.4,0.3,0.8,0.1,16,14,2.7,0,1.6,0,0,12.2,15.3,606.7
20240416,4064.7,3567.1,497.6,13.95,394.329,274.991,0,0,0,0,94.2,93.9,75.7,76.3,76.1,50.5,51.8,50.8,51.6,55.4,0,0,52.5,48.2,48.2,0,0,51.5,51.2,75.8,75.8,4,0,57.2,55.7,57.3,55.3,365.3,334.4,211.6,113.8,19.3,89.8,46.3,0,48.5,49.1,68.8,94.5,83.4,17.6,14,4.7,10.5,1.8,1.7,0.8,0,1.1,0.1,0,0,3.3,0,0,0,0,6.9,32.2,673.1
20240417,4175,3547.1,627.9,17.7,393.734,274.576,0,0,0,0,94.2,93.9,75.5,76.2,76,50.8,51.8,51.1,51,53.6,0,0,51.5,48.6,46.9,0,0,31.2,33,75.7,76.1,59.3,0,57.2,54.9,57.2,52.5,410.4,308.3,178.1,97.7,0,88,22.2,6.2,24.2,51,68.7,55,37.8,0,8.3,1.6,1.1,1.8,1.9,0.8,0,2,0.5,15.3,38.3,0.5,0,0,0,0,6.1,108.1,671.9
20240418,4326.9,3410.4,916.5,26.87,386.273,269.373,0,0,0,0,94.2,94,75.7,76.4,76.2,27.4,27.9,29.4,48.7,30.3,0,28.6,50.3,32.9,33.4,0,0,26.1,26.7,75.8,76.1,60.1,0,52.4,52.4,57.4,61.6,406.4,272.5,200.1,98.6,0,82.1,42.9,46.6,0,45.7,68.2,45.6,27.9,0,8.5,0,0.3,1.7,1.9,1,0.4,1.4,0.2,3.9,34.4,2.2,0,1.5,0,0,6.1,166.8,588
