日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20240530,4161.7,3564.1,597.6,16.77,401.379,297.363,0,0,0,0,94.3,93.6,75.6,76.1,76,51.5,51.4,51.3,51.4,52.6,0,53.1,53.1,47.6,47.8,0,0,25.6,25.6,75.7,76,60.2,61.2,0,0,57.3,146.9,462.6,207.6,190.1,67,22.5,87.5,44.5,45.1,21.8,46.4,116.8,91.3,27.9,0,9.1,3.2,2.1,2,2.1,2,2.9,6.6,3,15.2,35.5,0.8,0,1.1,5.1,0.8,8.8,30.5,553.8
20240531,4300.9,3652.4,648.5,17.76,412.515,305.612,0,0,0,0,94.2,93.4,75.4,76.2,76,51.6,51.5,51.6,51.5,52.6,0,53.1,53.1,47.4,48.9,0,0,25.7,26.2,75.8,76,60.2,61.2,0,0,57.3,139.8,454.9,210.5,188.5,67.8,22.6,82.8,45.2,44.5,44.7,46,116.7,93.7,28.1,0,9.1,2,0.7,6.3,6.1,5.1,2.9,5.7,2.9,0,1,0.5,0,1.2,7.8,0.7,8.8,149.1,619.1
20240601,3792,3253.9,538.1,16.54,354.585,272.853,0,0,0,0,94.3,93.7,75.4,76.1,75.8,51.6,51.4,51.1,51.5,49.7,0,53.1,53,47.8,47.2,0,0,31.6,36.5,75.9,0,60.2,61.2,0,0,57.2,53.5,441.7,226.5,205.3,83,27.1,44.8,45.2,2.2,41.8,51.3,48.4,93.4,44.1,0,11.3,7.8,10.1,2.6,2.6,2,2.9,6.1,2.8,6.5,55.3,2.9,0,1.2,8,0.8,7.9,61.8,423
20240602,3412.1,2905.7,506.4,17.43,323.093,248.62,0,0,0,0,94.2,93.6,75.6,76.1,75.9,0,51.3,51.7,50.5,52.4,10.4,52.6,53.1,48.3,47.1,0,0,26.5,27,75.8,0,56.4,59.2,0,56.8,57.3,51.3,453.1,209.2,185,62.5,39.3,40.6,47.7,0,48.8,45.2,50.3,88.2,28.1,0,10.1,0,0,6.7,7.2,6.1,3.9,1.2,0.4,29.8,61.8,1.2,0,1.2,8.1,0.4,20.8,165,0.1
20240603,4112.2,3256.6,855.6,26.27,334.375,257.302,0,0,0,0,94.3,93.6,75.5,76.2,75.8,0,49.2,24.2,23.1,52.6,38.4,23.7,23.9,43.9,33.6,0,0,25.7,27.6,75.9,41.4,60.1,61,0,42.5,57.3,132.1,447,151.1,185.3,63.6,22.5,35.9,41.1,35.8,0,25.5,97,40.2,13.9,0,8.7,0,0.9,6.5,7.7,6.2,3.9,0.7,0.3,5.3,15,0.5,0,3.7,8.1,0,12.9,201.3,541.2
20240604,3953.8,3337.7,616.1,18.46,345.499,265.862,0,0,0,0,94.2,93.5,75.6,76.3,76.1,0,48,47.6,46.8,52.6,44.6,48.5,12.4,47.5,46.8,0,0,25.7,27.1,75.8,76,60.1,61,0,56.8,57.3,130.8,448.2,205.1,215.5,84.8,28.4,89.1,0.5,46.6,2.8,0,50,97,14,0,8.9,1.8,6,4.1,4.7,4.9,3.9,0.9,0.4,50.9,56.7,4.3,0,1.1,8.1,0,11.3,10.8,435.1
20240605,3911.5,3306.6,604.9,18.29,348.66,268.295,0,0,0,0,94.1,93.4,75.4,76.1,76,0,42,43.1,41.3,52.6,43.5,43.1,43.4,46.2,43,0,0,25.7,27.1,75.7,75.8,60.2,61.2,0,56.7,57.3,144.2,437.7,242.8,186.1,81.2,22.6,85.1,42.8,46.7,44.6,45.4,119.2,91.1,13.9,0,9.4,0,0.6,3.9,4.3,4.4,3.9,0.7,0.2,10.5,1.5,0.5,0,2.7,8.1,0,9.8,5.2,363.4
20240606,3870.7,3369.6,501.1,14.87,352.691,271.397,0,0,0,0,94.1,93.4,75.5,76.1,75.9,0,44.6,45.5,43.8,52.7,45.7,45.7,45.7,47.5,45.3,0,0,25.7,27.2,76,76,60.2,61.2,0,56.6,57.3,145.8,392.1,234.3,205.2,106.3,32.1,88.3,44.5,46.7,45.1,51.2,94.4,92.1,14.1,0,9.7,5.1,10.2,13.8,14.2,11,3.9,0,0.2,14.3,20.3,3.9,0,3.3,8.1,0,8.8,62.2,286.7
20240607,4275.9,3465.6,810.3,23.38,356.604,274.408,0,0,0,0,94.2,93.4,75.5,76,75.7,0,36,37.3,36,52.7,28.5,36.3,35.8,38,37.6,0,0,25.6,27.2,76,76,60.1,61.2,0,56.6,57.3,141.8,422.9,198.7,198,87.5,0,42.4,42.8,45.7,24.5,47.4,105.2,62.9,14,0,8.8,5,7.4,10.8,11.9,9.8,3.9,0.8,0,5,15.2,0.5,0,1,8.1,0,9.3,81.9,627.6
20240608,4084.4,3127.5,956.9,30.6,340.079,261.692,0,0,0,0,94.5,94,75.8,76.2,76,0,32.9,32.9,31.9,47.5,33.5,28.2,28.5,29.4,29,0,0,25.7,27.1,76,76,59.6,59.3,0,52.3,57.3,52.1,426.4,240.3,188.5,92.5,22.6,80.3,0,0,22.6,42.2,92.6,83.1,13.7,0,9,0,1.8,7,7.2,7,3.9,2.5,0.8,5.1,0,0.5,0,2,8,0,8.5,0.8,542.8
20240609,3282.9,2998.4,284.5,9.49,328.953,253.129,0,0,0,0,94.7,94.3,75.6,76.1,75.9,0,51.6,50.2,51,52.7,53.3,53.2,53.3,47.5,46.9,0,0,40.5,51.6,76,76,54.8,0,0,56.6,57.3,46.2,457.4,259.9,200.3,106.2,54.2,44.2,0,0,44.5,45.4,48.1,91.4,29.3,0,15,12.3,22.4,16.1,13.5,12.4,3.9,2.4,0.9,29.4,62.6,3.9,0,1.9,8.1,0,20.9,14.6,0.1
20240610,3458.8,3102.4,356.4,11.49,333.804,256.863,0,0,0,0,94.7,94.3,75.8,76.1,76,0,51.7,51,51,52.2,53.3,52.9,53.3,46.8,47.5,0,0,51.2,51.4,75.9,75.7,55.4,0,0,55,57.3,46.2,449.7,284.8,189.1,98.9,49.2,43.7,32.4,0,49.5,45.2,50.3,93.3,13.8,0,10.7,8,12.2,10.1,13.9,11.4,3.9,2.5,0.8,39.1,60.9,5.8,0,1.7,8.1,0,19.4,112.4,0
20240611,4349.6,3686.2,663.4,18,375.259,288.763,0,0,0,0,94.2,93.9,75.6,75.9,75.9,0,48.8,49.3,49.1,50.1,53.3,50.2,51.3,47.5,46.6,0,0,33.8,36.8,75.7,75.9,60.2,61.2,0,56.6,57.4,129.2,508.8,302.3,204.1,89.5,44.6,43.7,42.9,43.9,45.2,46.9,115.2,47.7,19,0,15.7,7.4,13.3,12,11.9,9,3.9,5.1,1.8,7.7,0,0.5,0,2,8.1,0,10.9,122.6,481.1
20240612,4467.4,3761.9,705.5,18.75,388.721,299.121,0,0,0,0,94.3,93.9,75.6,76.1,75.9,0,37.5,39.9,38.6,38.7,53.3,42,42.2,38.8,39.7,0,0,25.6,26.7,75.7,75.9,60.2,61.1,0,56.7,57.4,141.4,508.9,287.7,221,98.4,22.4,44.7,44.5,44.2,48.4,49.6,49.9,97.4,14.2,0,9.7,9.9,8,6.9,5.2,4.9,3.9,3.6,1.3,11.5,43.8,0.5,0,2.5,7.3,0,11,143.7,534.9
20240613,4409.5,3779.3,630.2,16.67,390.078,300.166,0,0,0,0,94.4,94.1,75.8,76.2,76,0,48.1,49.2,47.9,49.1,53.3,43.5,44.4,43.8,43.5,0,0,25.7,27.2,75.9,76,60.1,60.8,0,52.9,57.4,139.3,505,285,211.7,94,22.6,87.5,42.8,43.7,23.6,24.5,118.1,92.3,14,0,10.5,3.3,6.2,9.6,9.1,7.1,3.9,3.1,0.9,7.7,35.1,0.5,0,1.2,5.8,0,11.1,140.4,500.1
20240614,4230.6,3723.4,507.2,13.62,388.992,299.33,0,0,0,0,94.1,93.6,75.6,76.1,75.8,0,44.4,45.5,44,43.3,46.1,45.8,53.3,42.9,44.4,0,0,31,36.6,75.8,75.9,60.1,61.2,0,56.6,57.2,142.4,511.5,290.3,208.4,98.7,34.3,90,45.5,45.4,49.1,50.5,50.3,96.7,14.1,0,10.7,6.4,9.9,9.5,9.1,7.3,2.9,0.8,0,22.5,39.4,3.9,0,1.7,5.8,0.2,9.1,130.5,402.2
20240615,4458.5,3453.7,1004.8,29.09,371.824,286.119,0,0,0,0,94.3,93.8,75.8,76.3,76,0,38,38.5,37.6,38.2,38.7,38.5,38.8,39.7,38.4,0,0,25.6,26.3,75.9,76,60.1,61.1,0,52.9,52.4,47.1,433.1,304.3,190.4,72.5,22.4,35.5,42.6,43.8,0.1,24.3,52,39.7,14,0,10.1,2,2.1,4.7,5.4,5.3,3.9,1.8,0.4,10.8,6.1,0.5,0,1.9,4.3,0.2,9,157.2,691.7
20240616,3680.3,3259.5,420.8,12.91,356.748,274.518,0,0,0,0,94.2,93.9,75.6,75.9,75.9,0,51.7,51.8,51.3,52.7,53,52.4,53.3,47.6,47.7,0,0,42.1,41,75.8,76,52.5,53.5,0,56.6,57.3,45.4,487.1,330.5,220.1,98.7,22.4,44.6,46.2,46,49.1,24.9,119.2,48.6,13.9,0,12.4,9.9,13.9,14.9,15.9,11.8,3.9,6,2.8,15.2,66.8,1.5,0,2,6.6,0.9,20.4,67.1,0
20240617,4623.2,3842.4,780.8,20.32,391.349,301.143,0,0,0,0,94.1,93.7,74.7,76,75.5,0,36.5,37.4,35.2,52.7,53.1,34.5,34.5,35.2,35.9,0,0,26.3,27.6,76,76,59.3,61.1,0,56.6,57.3,151.7,490.6,329.4,191,78.8,22.4,83.5,39.7,44.5,44.5,45.3,96.3,89.6,27.8,0,10.6,3.1,2.1,5.2,5.5,5.3,3.9,6.7,3,15.5,20.1,0.5,0,0,5.1,0.7,10.6,133,621.2
20240618,4597.1,3840.6,756.5,19.7,397.32,305.739,0,0,0,0,93.8,93.6,75.2,76,75.7,0,51.4,51.2,50.3,52.7,53.2,50.9,52.3,46.2,47.9,0,0,35.5,37.8,76,76,60.1,61.1,0,56.5,57.3,150.9,463,334,191,67.4,27.6,75.5,39,45.7,41.3,41.4,96,81.3,27.8,0,11.2,3.1,2.2,3.8,4.3,4.1,3.9,6.9,3.1,15.7,16.3,0.5,0,0,8.1,0.6,10.7,61,618.3
20240619,4632.5,3886.1,746.4,19.21,401.45,308.916,0,0,0,0,93.1,93.6,75.2,75.6,75.3,0,51.4,51.4,50.5,52.6,53.3,43.3,44.1,46,47.8,0,0,40.4,39.8,75.7,75.8,59.7,61.2,0,56.3,57.3,149,461.7,317.6,188.9,59.7,22.5,79.1,39,45.1,44.6,45.3,92.5,92.4,28.1,0,10.7,3.2,2.9,6.5,6.4,5.9,1.9,6.6,3.1,1,21.2,0.5,0,1,3.6,0.7,10.6,55.3,718.5
20240620,4631.5,3965,666.5,16.81,408.344,314.222,0,0,0,0,91.8,93.3,75.1,75.4,75.7,0,51.6,51.3,50.4,52.6,53.2,52.5,53.1,46.2,48.5,0,0,34.9,40.7,75.7,76,60,60.7,0,56.2,57.1,146.3,493.1,344.6,188.8,70.6,22.5,87.1,42.8,44.1,44.3,45.3,112.6,88.4,28,0,10.9,3,1.6,6.5,6.6,6,1.9,5.3,2.4,15.1,15.1,0.5,0,0,4.5,0.7,13.3,31.2,697.6
20240621,4689.1,4063.3,625.8,15.4,410.989,316.256,0,0,0,0,91.6,93.7,74.9,76.3,75.8,0,47.9,48.6,48.3,52.9,52.7,49.7,49.9,43.7,45.6,0,0,38.7,40,75.8,76,59.8,61.2,0,56.1,57.3,145.9,507.3,342.4,206.4,82.9,22.9,88.9,44.1,44.1,45.3,49.9,104.1,91.4,27.8,0,11.5,3.2,2.4,5,5.6,4.8,1.9,4.5,2,16,40.5,0.5,0,1.2,3.7,0.7,15,49.9,719.5
20240622,4540.1,3644.4,895.7,24.58,392.867,302.311,0,0,0,0,90.3,93,74.8,75.9,75.4,0,39.4,40.1,39.1,52.8,39.5,39.4,39.7,39.5,39.8,0,0,29.7,31.8,75.9,76,60.2,59.3,0,54.6,57.3,47.9,486.6,288.5,190.2,63.5,22.4,84.4,43.6,0,47.9,45.9,61,90.2,28,0,11.1,0,0,1.9,2.9,2.2,1.9,1.6,1,0,0,0.5,0,1,3.5,0,15.7,79.3,816.3
20240623,4640.9,3438.7,1202.2,34.96,373.212,287.188,0,0,0,0,89.5,93.2,75.1,76,75.4,0,23.1,24.2,23.4,52.8,23.4,28.6,29.2,32.9,33.5,0,0,25.8,25.7,75.8,76,52,51,0,26.3,57.4,51.2,456.6,286.2,189.6,60.4,22.6,40.1,41.3,0,0,40.2,51.8,41.4,27.6,0,11.1,2.1,1.7,1.6,2.4,1.8,0,3,1,0,0,0.5,0,1,1.8,0,12.7,172.1,808.4
20240624,4730,4054.8,675.2,16.65,405.132,311.75,0,0,0,0,88.6,93.1,75,75.9,75.5,0,51.5,50,47.5,52.6,53.2,51.5,51.9,45.8,47.3,0,0,41,44.7,75.8,76,60.2,61.2,0,56.7,57.3,153.1,505.9,356.6,190.6,69.6,53.5,89,44.1,0,47.5,48.8,115.6,88.7,56,0,16.6,3.4,2.2,1.7,2.2,2,3.9,1.5,1.8,0,0,0.5,0,1,3.3,0.8,15.7,83.2,739.2
20240625,4563,4047.5,515.5,12.74,407.93,313.902,0,0,0,0,87.9,93.2,75.1,75.8,75.7,0,51.4,48.4,50.9,52.8,53.1,52.4,52.4,46.7,48.4,0,0,50.7,51.9,75.8,76,60.2,61.1,0,56.6,57.4,150.8,492,354.1,188.9,70.1,54.6,88.9,45.5,0,45,46.2,96.8,91.8,77.2,0,16.4,3,2.1,1.6,2.4,1.8,3.8,5,2.5,15,14.3,0.5,0,1.1,1.9,0.6,16.3,28.2,692.3
20240626,4624.1,4028.7,595.4,14.78,409.103,314.806,0,0,0,0,87,93,75.3,76.1,75.8,0,51.6,52.3,50.5,52.6,53.3,50.8,53.1,48.1,47.7,0,0,45.3,50.4,76,76,60,61.1,0,56.4,57.3,148.1,497.1,345.6,189.5,79.6,53.8,86,44.7,44.5,44.3,46.6,118.3,94.4,51.3,0,16.7,3.2,2.3,9.9,4.4,2.9,3.9,4.6,1.9,8.5,5,0.5,0,0.6,1.8,0.6,15.4,9.3,661.4
20240627,4675.5,4041.3,634.2,15.69,413.049,317.841,0,0,0,0,86.4,93.2,75.4,75.9,75.6,0,50.6,51.3,50.9,52.5,53.3,51.4,53.1,47.6,48.9,0,0,44.8,47,75.9,76,60.1,61.2,0,56.4,57.3,149.7,491.9,324.4,189.3,76.1,47.2,87.8,42.8,44.2,44.6,45.6,118.5,89.1,28.4,0,11.6,3.2,4.5,8.3,7.6,6,3.9,7.5,3.3,15.6,17.4,0.5,0,0,2.1,0.6,10.1,7.2,706.1
20240628,4779.8,4057.5,722.3,17.8,410.77,316.088,0,0,0,0,85.7,93.2,75.2,75.7,75.6,0,51.3,51.6,51.4,52.6,53.4,50.6,53,47.2,46.9,0,0,43.3,48.8,75.9,76,60.1,61,0,56.4,57.3,151.5,493,349.1,190.1,83.8,33.9,88.4,44.7,44.2,47.6,48.3,92.6,87.9,28.1,0,11.5,3.3,2.3,8,7.6,6.1,3.9,2.6,1.1,0,0,0.5,0,0,2.5,0,10.3,52.3,791.8
20240629,4746.2,3509.9,1236.3,35.22,377.728,290.662,0,0,0,0,84.9,93.1,75.3,76,75.7,0,22.4,24,23.4,52.6,23.6,23.4,23.3,28,28.6,0,0,25.7,26.2,76,76,59.7,61.2,0,47.5,57.3,50.7,454.3,347.1,201.2,101.5,22.4,85.8,0,13.4,0,23.8,46.7,45.2,27.8,0,11,0,0,1.8,2.3,1.8,0,1.4,0.9,0,0,0.5,0,1.1,1.8,0,9.4,189.7,758.1
20240630,3850,3374,476,14.11,363.494,279.709,0,0,0,0,72,94.1,75,76,75.8,0,41.9,47.2,46.6,51.4,43.4,47.6,48.1,47.1,48,0,0,25.7,25.7,76,76,56.4,48.9,0,56.3,57.4,46.9,504.9,354.3,203.5,112.8,22.5,89,45.3,45.2,0,50.3,96.8,96.5,27.9,0,13.5,10.3,21.4,17.9,18.1,12.1,3.9,5.1,2.4,31.7,68.9,5.4,0,1,8,1,21.5,119.7,0
20240701,4853.6,4027.9,825.7,20.5,396.155,330.644,0,0,0,0,71.9,94.1,75,75.7,75,0,44.4,43.4,42.5,54.2,53.4,44.4,44.8,45.4,47.4,0,0,37.4,36.9,75.9,76,60.2,61.1,0,56.5,57.3,150.6,483.3,343.1,188.9,84.6,22.4,81.7,43.8,44,23.3,45.3,115.5,92,28.1,0,11.4,0,1.2,1.7,2.3,1.7,3.9,1.4,0.4,15.1,33.4,0.5,0,0,1.8,0.6,8.5,157.9,726.2
20240702,4781,4118.1,662.9,16.1,403.343,336.643,0,0,0,0,71.1,93.5,75,75.7,75.4,0,51.2,48.8,51.2,54.2,53,48.5,53.1,46.2,47.2,0,0,39.9,44.2,75.9,76,59.9,61.1,0,56.6,56.9,147.9,502.2,346.3,193,100.3,53.5,88.9,45,44.9,23.5,44.9,60.3,90.4,47.3,0,11.3,3.3,1.3,2,2.3,1.8,0.1,1.4,0.7,1.1,12.4,0.5,0,0,1.8,0.5,7.6,104.5,819.5
20240703,4468.7,4087.6,381.1,9.32,403.278,336.59,0,0,0,0,70.9,93.3,74.9,75.8,75.4,0,51.4,51.6,50.8,54.1,53.3,52.6,53.1,47.4,47.1,0,0,51.2,50.2,76,76,60.1,61.1,0,56.3,57.3,149.3,506.9,364.7,199,105.7,54.6,87.7,44.5,44.3,48.7,50.1,118.7,91.9,75.7,0,18,4.8,4.9,11.4,11.1,7.9,0,4.7,2.3,0,22,1,0,0,2.2,0.2,8.8,9.6,749.1
20240704,4647,4104.6,542.4,13.21,408.666,341.087,0,0,0,0,70.8,93.2,74.5,75.7,74.8,0,51.6,51.8,50.7,54.2,53.3,52.6,53,47.4,47.6,0,0,50.8,51.2,75.6,75.8,60.2,61.2,0,56.5,57.3,150.4,490.9,366,198.2,105,39.5,89.2,44.4,44.4,46.9,50.1,118.5,91.8,48.7,0,17.3,2.4,1.5,2.2,2.1,1.5,0,4.4,2,19,23.2,0.5,0,0,1.8,0.7,9.1,10.8,724.4
20240705,4549.3,4109.2,440.1,10.71,407.13,339.804,0,0,0,0,70.9,93.2,75.4,75.7,75.5,0,51.5,51.3,51.3,53,53.3,53.1,53.1,46.7,47.1,0,0,50.8,51,75.6,75.8,60.2,61.1,2.8,46.5,57.2,143.1,503.6,365.4,218.9,112.2,39.5,62.2,44.7,44.4,48.4,49.9,118.4,92.1,63.1,0,18.1,2.4,4.2,10.6,8.6,6.6,0,2.2,0.5,28.3,37.3,0.5,0,0,1.8,0.2,8,21.7,623.7
20240706,4207.2,3664.6,542.6,14.81,377.589,315.148,0,0,0,0,71.1,93.3,74.7,75.7,75.2,0,51.6,50.4,51,54.2,53.3,53.1,53.1,46.8,45.8,0,0,30.6,35.7,76,76.2,60.1,60.8,54.7,56.7,57.2,71.3,407.5,352.8,189.4,83.2,22.4,81.1,38.9,0,40.5,24.6,94.2,79.6,27.3,0,11.3,0,1.1,1.8,2,1.7,0,2.7,0.8,2.6,0,0.5,0,1,1.8,0,11.7,8.9,702.6
20240707,4036.5,3386.1,650.4,19.21,352.391,294.118,0,0,0,0,71,93.2,74.5,75.6,75.2,0,41.5,42.5,42.6,35.1,44.7,43,43.7,46.8,45.4,0,0,37.3,37.5,75.9,76,56.5,57.3,32.6,52.3,57.4,50.8,414.1,303.3,189.6,84.6,22.3,41.3,38.3,44.1,0,24.7,48.1,60.8,28.1,0,11.4,0,0,1.9,2.3,1.6,0,3,0.9,0,0,0.5,0,1,1.8,0,12.5,17.3,786
20240708,4554.7,4005.3,549.4,13.72,377.013,314.668,0,0,0,0,70.9,93.2,74.9,75.9,75.6,0,51.6,51.8,51.4,54.2,53.3,52.6,53.1,47.1,47.7,0,0,49.9,51.9,75.8,76,59.8,61.2,0,52.8,57.4,141.5,455.7,369.1,209.1,102.6,54.4,88.8,44.1,44.3,45.6,47.7,106.5,94.5,53.8,0,17.2,0,1.8,1.9,2.2,1.5,0,4,1.3,5.1,0,0.5,0,0,2.5,0.2,13,18.6,712.6
20240709,4591.7,3927.7,664,16.91,385.412,321.677,0,0,0,0,70.8,93.2,75,75.9,75.3,0,50.7,50.9,51.4,53.8,53.3,50.6,50.5,48.9,47.6,0,0,45.9,52,75.9,75.9,59.7,60.7,0,56.4,57.3,148.2,450.5,353.6,191.5,99.5,34.2,87,44,44.2,45.9,47.2,116,91.4,47.7,0,11,0,1.1,2,1.9,1.2,3.9,1.4,0.3,10.9,0,0.5,0,0,2.5,0.1,9.9,37.9,698.5
20240710,4760.7,3968.1,792.6,19.97,392.663,327.73,0,0,0,0,70.7,93.1,74.7,76,75.3,0,43,44.2,43.3,54.2,50.6,46.1,44.7,44.3,45.1,0,0,39,42.2,76,76,60.1,60.8,0,56.4,57.2,153.1,447.3,342.8,190.8,84.6,22.5,87.6,43.9,45,44.5,49.3,101.3,86.8,37.1,0,11.7,0,1.2,2,2.1,1.5,0,4,1.4,0,0,0.5,0,0,2.5,0.2,7.4,130.3,768
20240711,4739.3,3991.7,747.6,18.73,395.724,330.284,0,0,0,0,70.8,93.3,75.1,76,75.3,0,41.6,42.6,41.7,52.6,52.7,43.3,43.9,46.1,44.9,0,0,36,44.4,76,76,60.2,61.1,0,56.2,57.3,146.4,433.8,354.1,197.6,102.7,44.9,88.7,44.1,44.4,48.1,49.9,94.9,93.1,45.6,0,11.8,3,2.2,2,2.3,1.6,0,2.5,1.2,0,0,0.5,0,0,2.3,0.2,9.8,116.3,756.9
20240712,4788,4054.1,733.9,18.1,400.889,334.595,0,0,0,0,71.4,93.8,75.1,75.9,75.4,0,49.1,50.7,50.1,52.6,53.3,52.3,51.1,45.8,47,0,0,36.9,42.5,75.9,76,59.3,60.2,8.2,46.6,57.2,148.3,464.7,344.3,173.7,82.1,22.6,88.5,43.7,43.9,47.9,49.7,106.1,92.1,47,0,11.7,3.1,1.1,2.1,2.4,1.4,0,7.4,3.4,0,16.2,0.5,0,0,1.8,0.7,10.1,85.8,739.7
20240713,4568.3,3612.4,955.9,26.46,376.52,314.256,0,0,0,0,70.9,93.3,75.1,76.1,75.5,5.6,46.5,47.6,46.6,52.6,48.4,43.4,43.9,0,43,0,0,42.3,42.5,75.9,76,58.9,59.7,32.7,56.6,57.3,50.7,471,345.3,191,89.4,22.5,83.6,0,44.1,4.7,46.3,104.3,66.2,27.8,0,11.6,0,0,2.3,2.5,1.7,0,3.9,1.6,0,0,0.5,0,1,1.8,0,8.1,45.1,715.9
20240714,3738.7,3419.6,319.1,9.33,359.261,299.852,0,0,0,0,70.9,93.3,75.2,76.1,75.8,51.6,51.4,51.6,51.5,52.6,53.3,53.2,53.2,0,46.6,0,0,50.4,50.8,76,76,55.9,55.3,52,56.5,52.4,62.2,470.4,365.7,195.6,103.8,54.7,89.1,45.2,0,0,50.3,69.6,96.3,81.2,0,18,19.1,29,16,17.1,11.8,3.9,2.8,1.5,30.3,67.4,4.9,0,1,8,0.7,25.8,4.8,0
20240715,4652.6,4103.3,549.3,13.39,399.783,333.673,0,0,0,0,71,93.3,74.8,75.8,75.2,51.4,51.3,51.2,51.3,52.6,53.3,52.6,53.2,0,45.2,0,0,51.6,51.6,75.8,75.8,59.3,59.5,52.4,56.8,57.2,149.2,469.4,365.3,194.9,103.3,54.6,88.5,44.7,44.1,45.4,47,117.9,90.8,81.7,0,17.1,3.2,2.2,2.3,2.5,1.6,0,2.3,1.4,26.5,2.8,0.5,0,0,0,0.5,8.7,15.5,681.4
20240716,4683.8,4106.7,577.1,14.05,404.876,337.923,0,0,0,0,70.9,93.4,75.2,76,75.6,50.9,51.6,47.4,51,52.6,53.3,52.8,53.2,0,46.8,0,0,51.1,51,75.8,75.9,59.3,60,52.2,55.7,57.2,151.6,417.1,365.3,190.4,93.9,76.9,88.4,44.5,44.5,48.1,49.8,117.8,94.2,81.5,0,17.3,3.1,1.1,1.8,2.1,1.4,0,1.4,0.9,20,19,0.5,0,0,1.8,0.4,7.7,11,703.8
20240717,4552.2,4105.7,446.5,10.88,405.153,338.155,0,0,0,0,70.9,93.3,75.1,75.8,75.7,51.3,51.3,51.4,51.3,52.5,53.3,53.1,53.2,0,15.5,0,0,48,50.9,76,76,58.8,60.1,50.6,56.2,57.1,151,416,365.3,202.1,96.6,87,88.3,44.3,43.9,48.1,47,115.3,90.8,81.5,0,17.5,3.3,1.1,1.9,2.1,1.6,0,1.5,0.9,17.2,31.3,0.5,0,0,2.6,0.4,7.6,9.1,693.7
20240718,4597.3,4099.9,497.4,12.13,407.635,340.226,0,0,0,0,71,93.5,74.8,75.8,75,51.2,51.5,50.9,51.2,52.6,53.3,53.1,53.2,0,46.6,0,0,51.2,50.8,75.9,76,58.7,60.2,52.7,56.4,56.9,96.1,415.5,362.1,203.5,111.4,54.6,88.3,43.9,44.1,48.4,49.9,118.3,92.5,81.5,0,17.9,4.7,8.7,10.9,5.7,3.4,0,1.4,0.8,15.6,32.9,0.5,0,0,1.7,0.4,7.9,5.4,695.2
20240719,4608.3,4132,476.3,11.53,411.62,343.552,0,0,0,0,70.8,93.3,75.3,76,75.6,49.9,51.6,51.3,50.8,52.6,53.3,53.1,53.2,0,47.4,0,0,51.2,51.5,75.5,75.7,58.7,59.6,51.4,56.1,56.8,159.3,387.3,364.7,202.4,108.6,54.6,87.8,44.7,44.3,48.1,49.6,118.1,92.7,81.4,0,17.1,1.8,2.4,2.7,2.2,1.6,0,1.9,1.1,13.5,10.4,0.5,0,0,0,0.2,7.5,20.3,736
20240720,4398.8,3676.8,722,19.64,386.642,322.705,0,0,0,0,70.8,93.3,73.8,75.9,75.6,49.2,51.5,51.4,51.3,52.6,53.2,52.8,53.2,0,47.4,0,0,39.9,41.3,75.8,75.8,58.5,60.1,32.3,56.3,57.2,57.5,405,344,198.8,99.8,22.6,88.1,44.3,44.2,45,48.8,60.8,69.6,28,0,12.4,0,0,2,2.3,1.4,0.9,1,0.7,0,0,1.2,0,0,0,0.2,7.2,15,720.6
